person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targOnTimeStamp targOffTimeStamp
9 13 1 17 none left 0 right right 0.000000 1.431195 1.464522
9 13 1 18 outer left NaN NaN down NaN 1.181272 1.214513
9 13 1 19 outer left 1 down left 23544.928633 1.180150 1.213469
9 13 1 20 inner left 1 left left 0.000000 1.262495 1.295884
9 13 1 21 outer left 1 right down 23551.078680 1.281794 1.315044
9 13 1 22 outer right 1 left left 0.000000 1.261856 1.295203
9 13 1 23 none left 1 right right 0.000000 1.281308 1.314540
9 13 1 24 none right NaN NaN right NaN 0.000000 0.000000
9 13 1 25 outer left NaN NaN up NaN 1.614522 1.647844
9 13 1 26 inner left 1 down right 23566.878796 1.197884 1.231166
9 13 1 27 inner right 1 down up 23570.112223 1.346001 1.379350
9 13 1 28 none right 1 left left 0.000000 1.260349 1.293733
9 13 1 29 none left 1 left left 0.000000 1.365114 1.398363
9 13 1 30 none right NaN NaN left NaN 0.000000 0.000000
9 13 1 31 none left 1 right right 0.000000 1.610674 1.644014
9 13 1 32 inner right NaN NaN left NaN 0.000000 0.000000
9 13 1 33 none left NaN NaN right NaN 1.614645 1.647971
9 13 1 34 inner left 1 down up 23592.562219 1.511547 1.544774
9 13 1 35 inner left NaN NaN up NaN 1.197941 1.231320
9 13 1 36 outer right 1 left up 23599.229057 1.179161 1.212556
9 14 2 1 inner left 1 down down NaN 1.364554 1.397807
9 14 2 2 outer left 1 up down NaN 1.531164 1.564555
9 14 2 3 none left 1 up up NaN 1.597885 1.631205
9 14 2 4 inner right 1 left up NaN 1.347963 1.381239
9 14 2 5 none left 1 right right NaN 1.347969 1.381188
9 14 2 6 outer left 1 right right NaN 1.514583 1.547928
9 14 2 7 outer right 1 left right NaN 1.347929 1.381183
9 14 2 8 outer left 1 right right NaN 1.531171 1.564506
9 14 2 9 inner right NaN NaN down NaN 0.000000 0.000000
9 14 2 10 none left 1 right right NaN 1.514638 1.547912
9 14 2 11 outer left 0 up up NaN 1.448079 1.481319
9 14 2 12 none right 1 up right NaN 1.352172 1.397883
9 14 2 13 outer right NaN NaN up NaN 1.530020 1.563272
9 14 2 14 inner right 1 down left NaN 1.614476 1.647905
9 14 2 15 outer left NaN NaN up NaN 0.000000 0.000000
9 14 2 16 none left 1 down down NaN 1.364608 1.397865
9 14 2 17 inner left 1 left left NaN 1.264524 1.297787
9 14 2 18 none right 1 up right NaN 1.514443 1.547776
9 14 2 19 none right 1 down down NaN 1.614618 1.647950
9 14 2 20 outer right 1 left down NaN 1.447976 1.481307
9 14 2 21 none left NaN NaN right NaN 0.000000 0.000000
9 14 2 22 none left 1 left left NaN 1.514669 1.547990
9 14 2 23 outer left 0 down left NaN 1.614530 1.647856
9 14 2 24 outer left 1 down down NaN 1.514488 1.547742
9 14 2 25 inner left 0 left left NaN 1.431856 1.465192
9 14 2 26 inner left 1 left left NaN 1.432204 1.465582
9 14 2 27 none right 1 up down NaN 1.264601 1.297922
9 14 2 28 inner left 1 up up NaN 1.214488 1.247833
9 14 2 29 outer left NaN NaN up NaN 0.000000 0.000000
9 14 2 30 inner right 1 up down NaN 1.264661 1.298001
9 14 2 31 none right NaN NaN left NaN 1.347892 1.381247
9 14 2 32 outer left 1 right right NaN 1.347948 1.381289
9 14 2 33 inner right 1 left left NaN 1.514538 1.547867
9 14 2 34 inner right 1 up right NaN 1.197856 1.231193
9 14 2 35 inner left NaN NaN up NaN 0.000000 0.000000
9 14 2 36 none left 1 left left NaN 1.264764 1.298043
9 15 1 1 none right NaN NaN left NaN 1.531577 1.564823
9 15 1 2 none left 1 left left 0.000000 1.512209 1.545458
9 15 1 3 outer left 1 right right 0.000000 1.431271 1.464539
9 15 1 4 inner right 1 down down 0.000000 1.431168 1.464583
9 15 1 5 none right NaN NaN up NaN 0.000000 0.000000
9 15 1 6 outer left 0 left left 23822.914073 1.514619 1.547900
9 15 1 7 inner left 1 up up 0.000000 1.181229 1.214549
9 15 1 8 none left 1 right left 0.000000 1.348001 1.381326
9 15 1 9 inner left 1 left right 23832.864396 1.281208 1.314540
9 15 1 10 inner left 1 left up 23836.564280 1.281335 1.314586
9 15 1 11 outer left NaN NaN left NaN 1.447867 1.481206
9 15 1 12 inner left 1 down down 0.000000 1.614793 1.648144
9 15 1 13 none right NaN NaN right NaN 1.531460 1.564741
9 15 1 14 outer right 1 down left 23850.780907 1.194657 1.227941
9 15 1 15 none right 1 down down 0.000000 1.531296 1.564543
9 15 1 16 none left NaN NaN up NaN 0.000000 0.000000
9 15 1 17 inner right 1 left left 0.000000 1.593655 1.626894
9 15 1 18 inner left NaN NaN down NaN 1.431721 1.465053
9 15 1 19 inner right NaN NaN up NaN 0.000000 0.000000
9 15 1 20 inner right 1 down down 23869.664482 1.260755 1.294111
9 15 1 21 none right 1 right up 23873.147857 1.610866 1.644156
9 15 1 22 outer left 1 down up 0.000000 1.197965 1.231209
9 15 1 23 outer left 1 left down 23880.581263 1.181376 1.214725
9 15 1 24 inner right 0 left left 0.000000 1.431303 1.464613
9 15 1 25 outer left NaN NaN right NaN 0.000000 0.000000
9 15 1 26 outer left 1 down right 23890.064706 1.181841 1.215114
9 15 1 27 outer left NaN NaN right NaN 0.000000 0.000000
9 15 1 28 inner left NaN NaN left NaN 1.281937 1.315276
9 15 1 29 inner right 1 down down 23899.164735 1.261640 1.294892
9 15 1 30 outer right NaN NaN down NaN 1.447854 1.481195
9 15 1 31 none left 1 left left 23905.598229 1.194980 1.228288
9 15 1 32 none left 1 left left 0.241388 2.948666 2.981984
9 15 1 33 outer left 1 up up 0.094716 1.447888 1.481226
9 15 1 34 none left NaN NaN left NaN 0.000000 0.000000
9 15 1 35 outer right 1 left left 0.000000 1.598778 1.632114
9 15 1 36 none right NaN NaN up NaN 1.264608 1.297958
9 16 2 1 outer left 1 right up NaN 1.597880 1.631223
9 16 2 2 inner right NaN NaN up NaN 1.597937 1.631208
9 16 2 3 none left 1 down down NaN 1.514770 1.548119
9 16 2 4 inner left NaN NaN down NaN 0.000000 0.000000
9 16 2 5 inner left 1 right up NaN 1.598819 1.632106
9 16 2 6 none left 1 right right NaN 1.264631 1.297854
9 16 2 7 outer left 1 right down NaN 1.597951 1.631270
9 16 2 8 outer left 1 right left NaN 1.365221 1.398503
9 16 2 9 none right NaN NaN down NaN 0.000000 0.000000
9 16 2 10 inner right 1 down right NaN 1.598058 1.631339
9 16 2 11 inner right NaN NaN right NaN 0.000000 0.000000
9 16 2 12 outer right 1 left down NaN 1.598009 1.631285
9 16 2 13 none right 1 left left NaN 1.514549 1.547816
9 16 2 14 inner left 1 left left NaN 1.181240 1.214427
9 16 2 15 outer left 0 up right NaN 1.514596 1.547866
9 16 2 16 outer right 1 down down NaN 1.531309 1.564559
9 16 2 17 none right 1 up left NaN 1.348041 1.381280
9 16 2 18 inner left NaN NaN up NaN 0.000000 0.000000
9 16 2 19 inner right 1 left left NaN 1.348049 1.381313
9 16 2 20 none right 1 down left NaN 1.514628 1.547955
9 16 2 21 inner right 1 up right NaN 1.597991 1.631338
9 16 2 22 none left 1 left down NaN 1.431267 1.464595
9 16 2 23 none right 1 up left NaN 1.514612 1.547876
9 16 2 24 outer left 0 left left NaN 1.597941 1.631234
9 16 2 25 outer left 1 left right NaN 1.181251 1.214486
9 16 2 26 none left 1 down down NaN 1.597886 1.631192
9 16 2 27 outer left 0 left left NaN 1.465466 1.498825
9 16 2 28 outer right 1 down up NaN 1.531669 1.564936
9 16 2 29 none right NaN NaN right NaN 0.000000 0.000000
9 16 2 30 none left 1 down down NaN 1.181287 1.214532
9 16 2 31 inner left 1 left left NaN 1.431637 1.464895
9 16 2 32 outer left 0 up up NaN 1.597877 1.631208
9 16 2 33 inner right 1 left down NaN 1.264612 1.297996
9 16 2 34 outer left NaN NaN left NaN 0.000000 0.000000
9 16 2 35 inner left 1 right right NaN 1.264681 1.297923
9 16 2 36 none left 1 left left NaN 1.347786 1.381276
